review_seq,total_score,review_content,reg_date,images,writer_display_name
2126216,5.0,"It's the place where I got a proposal, so I go every wedding anniversary. I think the mood has changed a bit, but the taste is still the same👍🏻 I want to eat everything on the menu! It's also good to feel the atmosphere of Namsan by time zone",2023-10-26 18:50:32,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/a088c905b788403cb36ec724a4e2ae6a, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/f88acfc1e41a447d99b57d933f02c681, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/293bc7c64655426f851bfe41b54e3d26, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/89541d4db235455992207448f1d74ec7",두티규티
392013,5.0,"Of course, they always order ink pasta The taste was so thick that it felt like eating a crab shell with noodles, and the salad was really fresh. It was better because the dressing was not sweet and salty",2022-04-03 20:51:28,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2243205116461_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2243205116928_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2243205117356_rv.jpg",hanji1017
331709,4.5,"My eyes were turned upside down from Capreze, so I ordered an additional baguette and ate truffle atle black pork, and it was so delicious!! Black pork is a bit spicy, so I think it goes well with mushroom thaliatelle!! 
It was Saturday lunch, so the public service was already full, so we had valet, and Mr. Valet was so kind! Thank you!! 

Maybe it's because I was sitting right in front of the speaker, but the music was so loud that it was hard to hear crying",2022-02-26 18:53:50,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220226184539237(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220226184539242(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220226184539242(2).jpeg",롤라롤라
1432070,4.7,"It's hard to find, but you can see Namsan Mountain well and the interior is pretty! Above all, the pasta with lemon and chicken is very delicious!",2022-12-30 19:57:51,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221230195700121(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221230195700123(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221230195700123(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221230195700123(3).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221230195700123(4).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/221230195700123(5).jpeg",Selene12345
819701,5.0,"The expectations were enormous, so it wasn't enough to meet them, but I'm satisfied overall. I like the atmosphere, taste, service, and kindness. There are a lot of people on dates. It's a bit expensive, so let's go on a special day.",2022-09-13 11:14:14,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220913110903990(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220913110903991(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220913110903991(2).jpeg",새별은
2168919,5.0,"We're a little late, but you delayed the last order, and it's been 200 days since we had service, kindness, taste, and scenery If I come to Haebangchon next time, I will definitely visit you As expected, there's a reason why it's Mishurang!!",2023-11-11 18:41:07,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/231111183607679(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/231111183607681(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/231111183607681(2).jpeg",용성주아짱
442641,5.0,"The pasta was crazy
Bisk pasta is the best. 💗🫶💗
We made a reservation for a terrace seat, but then we had to have a bottle, so we ended up drinking during the day. 🤪",2022-05-01 23:42:27,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220501234103402(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220501234103403(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220501234103403(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220501234103403(3).jpeg",깡이엄마에옹
2163808,5.0,"The atmosphere was so good because it was sunset The food was good, but the pasta melted in my mouth☺ All the ️ food was delicious, but the seasoning is strong, so you can choose the option to weaken the seasoning when ordering.",2023-11-09 18:47:33,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/60e0a41e17fa421eb40e9065b8a5d607, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/0de4bed6387b4445af915f86bb37bd1d, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/d03cf545184444a6a74f6a3187bdd72e, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/ec7018eda4ee46049c8e1df5eeed309b",홍봉구
2499244,4.7,"I'm on my way home after eating, but I want to visit again...I feel like I'm in love with raw pasta.",2024-02-25 19:06:59,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/3d7f653481f9410e99a16302ee01b00f, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/fb6e96993465467b961e001dda91a04c, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/eb2ad5d0223f4f268d3d19f13a7474e5, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/5cb71c79e364429184600c79ef910bed, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/8b4382f9590942a2abc1c3ca61fb3418, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/ee4b2b382a134582aebb1b5c40206a02, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/202849181a114c63aa9313d736509269, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/b3f6f229707c47f3b2ebc9879507360b",허안젤라
1609735,5.0,"I visited for my boyfriend's birthday Make sure you eat tiramisu! It's so delicious that it makes you want to go away Thank you so much for the birthday candle service!
The lemon butter pasta was impressive! Recommended lol",2023-02-11 18:19:47,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230211181812341(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230211181812342(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230211181812342(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230211181812342(3).jpeg",지옥에서온숟가락살인마
567629,5.0,"I really enjoyed the pasta!!
I read another review and added bread and ate it together, and the combination was crazy
I'll visit you again if I have a chance Thank you 💖",2022-06-26 23:50:18,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220626234946814(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220626234946815(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220626234946815(2).jpeg",유쥬z
423957,5.0,"Namsan Tower View, which is open but not burdensome, has distinctively delicious menus, and even friendly service. It's a good place to go on a date or to refresh yourself with friends",2022-04-22 15:04:50,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220422150424487(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220422150424488(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220422150424488(2).jpeg",7890000
1520712,4.7,"The view and the service are all good places
Guys, if you make a reservation here, you'll get compliments from women",2023-01-09 16:50:31,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230109164957471(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230109164957472(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230109164957472(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230109164957472(3).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230109164957472(4).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230109164957472(5).jpeg",광교뽀로로
1728686,5.0,"It's the best food I've ever had in my life 🥺 The view from the window was good, and the staff who served me explained the food so kindly, so it was great! I want to visit again every important day :)",2023-04-25 20:17:33,"https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230425201551943(0).jpeg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230425201551943(1).jpeg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230425201551943(2).jpeg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230425201551943(3).jpeg",지언__
2151643,4.7,The atmosphere is so good!!! Thank you for your kindness. Let's have fun and go!,2023-11-05 03:08:10,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/dfba4cab85ab467eb8a14de6d1d994dd, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/691c533d860a4aafb8e3071ddfdf506b, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/cd828b4684104f5d938ef1c9c0b703d7, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/da4f2398443c4896878bd2dfdb55b051, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/95ae9597a0da4e6f8b7d94670067c7f5, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/5d2766fed093435f9ea33c3ac1b50b5d",무네이만
243021,5.0,"It's my first time eating raw noodle pasta. It was so delicious
The staff members were so kind, too!!  I should make a reservation and come back!! I'm going to eat pasta that I haven't tried before😌😌🥰😘",2022-01-09 14:06:40,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220109140627226(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220109140627228(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220109140627228(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220109140627228(3).jpeg",옥2
773810,5.0,"I wanted to eat ricotta cheese, but I heard that tomatoes fell off, so I ate poached egg salad, and this was really good, too It's my second time visiting because all the menus are so delicious, and I think I'll be back again!!",2022-08-31 15:35:20,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220831153254385(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220831153254387(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220831153254388(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220831153254388(3).jpeg",밝은 식도락가_84532
407325,5.0,"It was a fun time with three delicious foods in a place with a good atmosphere located on a high ground.
I want to try other dishes next time:",2022-04-13 06:29:33,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22413063006796_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22413063006613_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22413063006977_rv.jpg",맛집만올림
1737928,5.0,"It's a beauty restaurant! The pasta was really good... It's not in the picture, but I enjoyed the french fries The Yongsan 2-ga Community Center is under construction, so parking is not allowed, and parking in front of the store is a bit difficult",2023-05-01 17:27:37,"https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230501170413870(0).jpeg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230501170413871(1).jpeg, https://image.toast.com/aaaaaqx/rv/s7Agu-DWOBS3tEKBkEHyeRA/230501170413871(2).jpeg",활기찬 마스터_58380
1639798,5.0,"Biscu ink pasta is really goodㅠ
""Burata Gamtae"" was an unexpected combination, but it looked good on you
The truffle mushroom pasta was not too much and the subtle taste was good
The white wine glass was so nice",2023-02-27 22:53:04,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230227225204280(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230227225204282(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230227225204282(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230227225204283(3).jpeg",유명한 개척가_47150
2518474,4.7,"The portion is small, but it's delicious. The view is good, the music is good, and I want to eat it again The restaurant is clean",2024-03-03 16:36:22,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/a0aa5c4f96584b1d827cc46f63bae62c, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/54dcc153a64042a09a5be857ab3f6526, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/4da12e541b164a299eb6f7cbdcd95011, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/3bd22712f9714dedb797c22ebc21ddcd, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/85609818721a4b80b6d0ac0726a64812",채지안
363106,5.0,"The window seat has a nice view👍🏻👍🏻
It's raw pasta and it's really good. I didn't get bitten by the sauce and it kept on going in 다른 I'm going to come again to break down other menus!",2022-03-16 14:37:39,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220316143639008(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220316143639012(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220316143639013(2).jpeg",감자칩헌터
906473,5.0,"It was the most delicious pasta I've ever had. That's a lot of noodles. It was a shame that the beef was exhausted, but the Iberico Pluma steak was good enough. I want to try all the menus.",2022-10-05 19:05:46,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22105190431181_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22105190430999_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22105190431360_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/22105190431461_rv.jpg",0512!
200706,5.0,"I was so happy that all the food was delicious. It was a unique taste, but there was no rejection, and I was very satisfied with the combination of the dishes I ordered.",2021-12-17 11:01:47,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211217110038514(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211217110038515(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211217110038516(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211217110038516(3).jpeg",점밍구
228615,5.0,"The three pasta shaving sauces were also colorful and non-overlapping, so it was a fun meal
I want to go there again to taste other dishes",2022-01-01 15:27:07,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2211152731639_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2211152733261_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2211153108579_rv.jpg",sunshine19
323024,5.0,"The seasoning was a bit strong, but there were various kinds of noodles, so it was fresh and delicious The night view was good, so the atmosphere was good, and there weren't many people, so I ate quietly",2022-02-21 22:39:43,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220221223749171(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220221223749173(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/220221223749174(2).jpeg",쪼니쪼니
2051418,5.0,The raw noodles pasta was really good and the steamed clams I ordered on the plate was also good! I drank wine with white wine because of steamed clams and I enjoyed the meal because it went well with me 😊,2023-09-25 13:08:34,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2ecb082c1af645b3840553dbf63434f8, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/4d4893c493b94f8188c6922df7ce5e09, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/8b67d70c4da94841b1bb6f8e86965ed8, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/80c6d400a11d4f909c3b0a8d7511af65",김딤챙
2384237,5.0,"It is said that the most delicious pasta restaurant that the children ate in Korea is the place they want to go one more time before going to the United States.
I applaud the chef for his touch",2024-01-15 10:49:54,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/3819442133a746f499a5600c138536cf, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/5c47c0e2a5834f74acf986360f883550, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/e03fbe54ca974fd29ef6dc37eab1e016, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/9526109eb1f04fe385f96eb7d003bb4c",준앤조
219927,5.0,The red shrimp pasta is crazy. I think the shrimp is still alive in my mouth. It's just a shame that I can't go often because it's far away...,2021-12-27 18:38:44,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211227183828921(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211227183828923(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211227183828923(2).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/211227183828923(3).jpeg",삼바꿀벌
1855439,4.7,"The red shrimp ink caperini was very impressive.
Shrimp flavor is good, but the soft texture of raw pasta is the best. The prime chuck flap tail steak also went well with the garnish. 
I think it was more elegant because it rained.
The only thing I was disappointed about was the sound because it was raining, but the music was too loud to eat comfortably.",2023-07-09 17:17:19,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2379171006292_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2379171006588_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2379171006941_rv.jpg",hannamkong
67156,5.0,"Pasta is delicious and Iberico is the best👍🏻
(Iberico couldn't take a picture because he was eating)
If you go at 7 o'clock, you can watch the sunset while eating 😊",2021-08-05 22:34:31,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210807154522636(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210807154548354(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210807154548354(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/210807154548354(2).jpeg",특별한 식도락가_30355
2484476,5.0,"Most of all, it's delicious. I've been to quite a few Western restaurants, but it's rare to enjoy pasta, and I really enjoyed it here. The view from Namsan Tower to Yongsan-gu's night view is amazing, the interior is good and the bathroom is clean. Public transportation is located at the entrance of Liberation Village, a short walk from the bus stop. It will be difficult for those who come by their own car to park, but it's okay except for that and that it's hard to make a reservation. We have three tables on Monday evening, so we're doing well in a cozy and private way You're here. If I have a chance, I'd like to revisit with other parties during the day. Please keep it running!",2024-02-20 01:56:26,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/c974c267051246e598edf5fda89f170a, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/0c34579d8bcf457d95781de1bc2d27ad",double-0-7
1665391,5.0,"It was a little hard to find, but anyway, it was so nice to be able to taste the regular Western restaurant and unique menu.
The basil sauce soup was really my style, too. 👍🏻 They cleared the table in between and the service was good^^",2023-03-15 15:24:43,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23315152232077_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23315152233295_rv.jpg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/23315152234482_rv.jpg",부드러운 미식가_38019
2253674,5.0,I visited with my friends to celebrate my birthday! The staff was so kind. And the food is all so delicious and the atmosphere is good. I'm thinking of revisiting!,2023-12-11 19:54:52,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/8df966ce92fc479290f258d8e13813c2, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/d15fbd0c1d594a6abac03885baf51a07, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/a0744f382d434a95bf99d01ca8d4d954",위트있는 맛사냥꾼_21234
2599895,5.0,"I came here with my friend to eat pasta! I was curious how good it was because I heard it was selected as a Michelin, but when I went there and ate it, it was really good!! We ordered red shrimp capellini and Caesar salad because the portion was small, and it was perfect! I liked pasta because the sauce was really delicious and the texture of the noodles was soft as you can see in the picture! The salad was definitely different from the salad I've tried elsewhere, maybe because it was grilled slightly on the grill!

The food is delicious, too! In particular, the view of Namsan Tower was amazing!! If you go to Egg& these days, I recommend terrace seats!!",2024-04-04 19:30:52,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2108634bc4824e7dad4631adbea12183, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/9f5937be2c4f46dab923f81cc7b0d0f2",달걀과꽃
2028617,5.0,"Everything I ate was delicious
I liked both the sauce and the noodles Carpaccio also had a great combination of the smell and oil! It was a very satisfying meal",2023-09-16 18:54:19,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/9a91b95be1ab48cb8425e64d9d11900c, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/31c237a5edd549d19e9e994996746fb0, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/70cd885881f14894a59ee4ed1b82a9e4",heovely6326
2526216,4.7,"Delicious raw noodle pasta, wonderful Yongsan view, kind service",2024-03-06 18:04:50,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/bfbf192d8b2f49b4997a974b95409f1e, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/acaa552ef84e4a01a5ec697aaf609c3b, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/766e9eb7e9b34f939bfd916e1f8e18bf, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/4131a2c0c03d48e7ab28cf0b86555067, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/b0878c99b7b045cdabbb2403566553de, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/0e36b0bc6c324351b1efdd4dce34419f, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/d3c05a0417fa4f9fb816cb703ccf8e8d, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/928f80f23cef43ce8970a0c5859c6703",M A G P I E
2543516,4.7,The food was delicious and I had a great time with my friends^^,2024-03-13 21:47:04,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/c22fbd0589fd4f399c123a8b8ac6135a, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/b7b05d5b30aa42daa2cf6e0ce761db19, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/0fe664ed038c4aeaa722fc2285b92d4a, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/d70a8b84bb3f4ab2bb703797a8f03601, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/fdcd8c6c64d6463099b71097031f48bf, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/2a5aadaa7a7942668c8a0ede21ab31d9",맛집을 찾아라
1911785,5.0,Thank you for giving us Namsan View I had shrimp pasta and Iberico steak and it was really delicious! I want to come back and try other dishes,2023-08-04 16:35:15,"https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/7c539fe3a71644d5adf9c5d9e2a19821, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/5f6d699c34654076be9a2ef87d9e21a3, https://ugc-images.catchtable.co.kr/rv/sGH-fb5s4R_O3VqK2Cu8qFw/aba360cdd546410090926fc1c1e82bd3",뮐러뮐러
1516635,5.0,I was surprised that the food was really delicious! I was amazed and ate it! The atmosphere was so good that I had a happy time with my boyfriend!,2023-01-08 23:01:55,"https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230108230109230(0).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230108230109231(1).jpeg, https://image.toast.com/aaaaaqx/rv/sGH-fb5s4R_O3VqK2Cu8qFw/230108230109231(2).jpeg",면지99
